lsoa,value,percent,rank,mode_code
E01014370,326,17.961,12188,1
E01014370,0,0,12188,2
E01014370,15,0.826,12188,3
E01014370,42,2.314,12188,4
E01014370,2,0.11,12188,5
E01014370,0,0,12188,6
E01014370,126,6.942,12188,7
E01014370,9,0.496,12188,8
E01014370,12,0.661,12188,9
E01014370,237,13.058,12188,10
E01014370,10,0.551,12188,11
E01014370,1036,57.08,12188,12
E01014372,499,26.557,19305,1
E01014372,1,0.053,19305,2
E01014372,15,0.798,19305,3
E01014372,39,2.076,19305,4
E01014372,1,0.053,19305,5
E01014372,1,0.053,19305,6
E01014372,149,7.93,19305,7
E01014372,13,0.692,19305,8
E01014372,30,1.597,19305,9
E01014372,310,16.498,19305,10
E01014372,11,0.585,19305,11
E01014372,810,43.108,19305,12
E01014377,354,23.984,30918,1
E01014377,1,0.068,30918,2
E01014377,7,0.474,30918,3
E01014377,10,0.678,30918,4
E01014377,1,0.068,30918,5
E01014377,5,0.339,30918,6
E01014377,173,11.721,30918,7
E01014377,8,0.542,30918,8
E01014377,17,1.152,30918,9
E01014377,36,2.439,30918,10
E01014377,5,0.339,30918,11
E01014377,859,58.198,30918,12
E01014377,354,23.984,30918,1
E01014377,1,0.068,30918,2
E01014377,7,0.474,30918,3
E01014377,10,0.678,30918,4
E01014377,1,0.068,30918,5
E01014377,5,0.339,30918,6
E01014377,173,11.721,30918,7
E01014377,8,0.542,30918,8
E01014377,17,1.152,30918,9
E01014377,36,2.439,30918,10
E01014377,5,0.339,30918,11
E01014377,859,58.198,30918,12
E01014377,354,23.984,30918,1
E01014377,1,0.068,30918,2
E01014377,7,0.474,30918,3
E01014377,10,0.678,30918,4
E01014377,1,0.068,30918,5
E01014377,5,0.339,30918,6
E01014377,173,11.721,30918,7
E01014377,8,0.542,30918,8
E01014377,17,1.152,30918,9
E01014377,36,2.439,30918,10
E01014377,5,0.339,30918,11
E01014377,859,58.198,30918,12
E01014377,354,23.984,30918,1
E01014377,1,0.068,30918,2
E01014377,7,0.474,30918,3
E01014377,10,0.678,30918,4
E01014377,1,0.068,30918,5
E01014377,5,0.339,30918,6
E01014377,173,11.721,30918,7
E01014377,8,0.542,30918,8
E01014377,17,1.152,30918,9
E01014377,36,2.439,30918,10
E01014377,5,0.339,30918,11
E01014377,859,58.198,30918,12
E01014377,354,23.984,30918,1
E01014377,1,0.068,30918,2
E01014377,7,0.474,30918,3
E01014377,10,0.678,30918,4
E01014377,1,0.068,30918,5
E01014377,5,0.339,30918,6
E01014377,173,11.721,30918,7
E01014377,8,0.542,30918,8
E01014377,17,1.152,30918,9
E01014377,36,2.439,30918,10
E01014377,5,0.339,30918,11
E01014377,859,58.198,30918,12
E01014374,327,20.948,27670,1
E01014374,0,0,27670,2
E01014374,9,0.577,27670,3
E01014374,22,1.409,27670,4
E01014374,1,0.064,27670,5
E01014374,1,0.064,27670,6
E01014374,267,17.104,27670,7
E01014374,10,0.641,27670,8
E01014374,22,1.409,27670,9
E01014374,39,2.498,27670,10
E01014374,5,0.32,27670,11
E01014374,858,54.965,27670,12
E01014373,346,21.558,23644,1
E01014373,1,0.062,23644,2
E01014373,6,0.374,23644,3
E01014373,50,3.115,23644,4
E01014373,0,0,23644,5
E01014373,5,0.312,23644,6
E01014373,309,19.252,23644,7
E01014373,20,1.246,23644,8
E01014373,32,1.994,23644,9
E01014373,60,3.738,23644,10
E01014373,3,0.187,23644,11
E01014373,773,48.162,23644,12
E01014373,346,21.558,23644,1
E01014373,1,0.062,23644,2
E01014373,6,0.374,23644,3
E01014373,50,3.115,23644,4
E01014373,0,0,23644,5
E01014373,5,0.312,23644,6
E01014373,309,19.252,23644,7
E01014373,20,1.246,23644,8
E01014373,32,1.994,23644,9
E01014373,60,3.738,23644,10
E01014373,3,0.187,23644,11
E01014373,773,48.162,23644,12
E01014375,340,26.295,22770,1
E01014375,0,0,22770,2
E01014375,7,0.541,22770,3
E01014375,5,0.387,22770,4
E01014375,1,0.077,22770,5
E01014375,5,0.387,22770,6
E01014375,210,16.241,22770,7
E01014375,10,0.773,22770,8
E01014375,11,0.851,22770,9
E01014375,27,2.088,22770,10
E01014375,2,0.155,22770,11
E01014375,675,52.204,22770,12
E01014373,346,21.558,23644,1
E01014373,1,0.062,23644,2
E01014373,6,0.374,23644,3
E01014373,50,3.115,23644,4
E01014373,0,0,23644,5
E01014373,5,0.312,23644,6
E01014373,309,19.252,23644,7
E01014373,20,1.246,23644,8
E01014373,32,1.994,23644,9
E01014373,60,3.738,23644,10
E01014373,3,0.187,23644,11
E01014373,773,48.162,23644,12
E01014376,385,24.29,32269,1
E01014376,0,0,32269,2
E01014376,2,0.126,32269,3
E01014376,12,0.757,32269,4
E01014376,3,0.189,32269,5
E01014376,4,0.252,32269,6
E01014376,225,14.196,32269,7
E01014376,7,0.442,32269,8
E01014376,18,1.136,32269,9
E01014376,23,1.451,32269,10
E01014376,6,0.379,32269,11
E01014376,900,56.782,32269,12
E01014373,346,21.558,23644,1
E01014373,1,0.062,23644,2
E01014373,6,0.374,23644,3
E01014373,50,3.115,23644,4
E01014373,0,0,23644,5
E01014373,5,0.312,23644,6
E01014373,309,19.252,23644,7
E01014373,20,1.246,23644,8
E01014373,32,1.994,23644,9
E01014373,60,3.738,23644,10
E01014373,3,0.187,23644,11
E01014373,773,48.162,23644,12
E01014374,327,20.948,27670,1
E01014374,0,0,27670,2
E01014374,9,0.577,27670,3
E01014374,22,1.409,27670,4
E01014374,1,0.064,27670,5
E01014374,1,0.064,27670,6
E01014374,267,17.104,27670,7
E01014374,10,0.641,27670,8
E01014374,22,1.409,27670,9
E01014374,39,2.498,27670,10
E01014374,5,0.32,27670,11
E01014374,858,54.965,27670,12
E01014374,327,20.948,27670,1
E01014374,0,0,27670,2
E01014374,9,0.577,27670,3
E01014374,22,1.409,27670,4
E01014374,1,0.064,27670,5
E01014374,1,0.064,27670,6
E01014374,267,17.104,27670,7
E01014374,10,0.641,27670,8
E01014374,22,1.409,27670,9
E01014374,39,2.498,27670,10
E01014374,5,0.32,27670,11
E01014374,858,54.965,27670,12
E01014373,346,21.558,23644,1
E01014373,1,0.062,23644,2
E01014373,6,0.374,23644,3
E01014373,50,3.115,23644,4
E01014373,0,0,23644,5
E01014373,5,0.312,23644,6
E01014373,309,19.252,23644,7
E01014373,20,1.246,23644,8
E01014373,32,1.994,23644,9
E01014373,60,3.738,23644,10
E01014373,3,0.187,23644,11
E01014373,773,48.162,23644,12
E01014376,385,24.29,32269,1
E01014376,0,0,32269,2
E01014376,2,0.126,32269,3
E01014376,12,0.757,32269,4
E01014376,3,0.189,32269,5
E01014376,4,0.252,32269,6
E01014376,225,14.196,32269,7
E01014376,7,0.442,32269,8
E01014376,18,1.136,32269,9
E01014376,23,1.451,32269,10
E01014376,6,0.379,32269,11
E01014376,900,56.782,32269,12
E01014376,385,24.29,32269,1
E01014376,0,0,32269,2
E01014376,2,0.126,32269,3
E01014376,12,0.757,32269,4
E01014376,3,0.189,32269,5
E01014376,4,0.252,32269,6
E01014376,225,14.196,32269,7
E01014376,7,0.442,32269,8
E01014376,18,1.136,32269,9
E01014376,23,1.451,32269,10
E01014376,6,0.379,32269,11
E01014376,900,56.782,32269,12
E01014376,385,24.29,32269,1
E01014376,0,0,32269,2
E01014376,2,0.126,32269,3
E01014376,12,0.757,32269,4
E01014376,3,0.189,32269,5
E01014376,4,0.252,32269,6
E01014376,225,14.196,32269,7
E01014376,7,0.442,32269,8
E01014376,18,1.136,32269,9
E01014376,23,1.451,32269,10
E01014376,6,0.379,32269,11
E01014376,900,56.782,32269,12
E01014376,385,24.29,32269,1
E01014376,0,0,32269,2
E01014376,2,0.126,32269,3
E01014376,12,0.757,32269,4
E01014376,3,0.189,32269,5
E01014376,4,0.252,32269,6
E01014376,225,14.196,32269,7
E01014376,7,0.442,32269,8
E01014376,18,1.136,32269,9
E01014376,23,1.451,32269,10
E01014376,6,0.379,32269,11
E01014376,900,56.782,32269,12
E01014374,327,20.948,27670,1
E01014374,0,0,27670,2
E01014374,9,0.577,27670,3
E01014374,22,1.409,27670,4
E01014374,1,0.064,27670,5
E01014374,1,0.064,27670,6
E01014374,267,17.104,27670,7
E01014374,10,0.641,27670,8
E01014374,22,1.409,27670,9
E01014374,39,2.498,27670,10
E01014374,5,0.32,27670,11
E01014374,858,54.965,27670,12
E01014374,327,20.948,27670,1
E01014374,0,0,27670,2
E01014374,9,0.577,27670,3
E01014374,22,1.409,27670,4
E01014374,1,0.064,27670,5
E01014374,1,0.064,27670,6
E01014374,267,17.104,27670,7
E01014374,10,0.641,27670,8
E01014374,22,1.409,27670,9
E01014374,39,2.498,27670,10
E01014374,5,0.32,27670,11
E01014374,858,54.965,27670,12
E01014375,340,26.295,22770,1
E01014375,0,0,22770,2
E01014375,7,0.541,22770,3
E01014375,5,0.387,22770,4
E01014375,1,0.077,22770,5
E01014375,5,0.387,22770,6
E01014375,210,16.241,22770,7
E01014375,10,0.773,22770,8
E01014375,11,0.851,22770,9
E01014375,27,2.088,22770,10
E01014375,2,0.155,22770,11
E01014375,675,52.204,22770,12
E01014377,354,23.984,30918,1
E01014377,1,0.068,30918,2
E01014377,7,0.474,30918,3
E01014377,10,0.678,30918,4
E01014377,1,0.068,30918,5
E01014377,5,0.339,30918,6
E01014377,173,11.721,30918,7
E01014377,8,0.542,30918,8
E01014377,17,1.152,30918,9
E01014377,36,2.439,30918,10
E01014377,5,0.339,30918,11
E01014377,859,58.198,30918,12
E01014375,340,26.295,22770,1
E01014375,0,0,22770,2
E01014375,7,0.541,22770,3
E01014375,5,0.387,22770,4
E01014375,1,0.077,22770,5
E01014375,5,0.387,22770,6
E01014375,210,16.241,22770,7
E01014375,10,0.773,22770,8
E01014375,11,0.851,22770,9
E01014375,27,2.088,22770,10
E01014375,2,0.155,22770,11
E01014375,675,52.204,22770,12
E01033078,441,23.433,28395,1
E01033078,0,0,28395,2
E01033078,9,0.478,28395,3
E01033078,10,0.531,28395,4
E01033078,1,0.053,28395,5
E01033078,2,0.106,28395,6
E01033078,244,12.965,28395,7
E01033078,12,0.638,28395,8
E01033078,12,0.638,28395,9
E01033078,66,3.507,28395,10
E01033078,6,0.319,28395,11
E01033078,1079,57.333,28395,12
E01033078,441,23.433,28395,1
E01033078,0,0,28395,2
E01033078,9,0.478,28395,3
E01033078,10,0.531,28395,4
E01033078,1,0.053,28395,5
E01033078,2,0.106,28395,6
E01033078,244,12.965,28395,7
E01033078,12,0.638,28395,8
E01033078,12,0.638,28395,9
E01033078,66,3.507,28395,10
E01033078,6,0.319,28395,11
E01033078,1079,57.333,28395,12
E01033078,441,23.433,28395,1
E01033078,0,0,28395,2
E01033078,9,0.478,28395,3
E01033078,10,0.531,28395,4
E01033078,1,0.053,28395,5
E01033078,2,0.106,28395,6
E01033078,244,12.965,28395,7
E01033078,12,0.638,28395,8
E01033078,12,0.638,28395,9
E01033078,66,3.507,28395,10
E01033078,6,0.319,28395,11
E01033078,1079,57.333,28395,12
E01033079,294,25.367,22711,1
E01033079,0,0,22711,2
E01033079,1,0.086,22711,3
E01033079,7,0.604,22711,4
E01033079,0,0,22711,5
E01033079,5,0.431,22711,6
E01033079,214,18.464,22711,7
E01033079,11,0.949,22711,8
E01033079,10,0.863,22711,9
E01033079,23,1.984,22711,10
E01033079,4,0.345,22711,11
E01033079,590,50.906,22711,12
E01033078,441,23.433,28395,1
E01033078,0,0,28395,2
E01033078,9,0.478,28395,3
E01033078,10,0.531,28395,4
E01033078,1,0.053,28395,5
E01033078,2,0.106,28395,6
E01033078,244,12.965,28395,7
E01033078,12,0.638,28395,8
E01033078,12,0.638,28395,9
E01033078,66,3.507,28395,10
E01033078,6,0.319,28395,11
E01033078,1079,57.333,28395,12
E01033079,294,25.367,22711,1
E01033079,0,0,22711,2
E01033079,1,0.086,22711,3
E01033079,7,0.604,22711,4
E01033079,0,0,22711,5
E01033079,5,0.431,22711,6
E01033079,214,18.464,22711,7
E01033079,11,0.949,22711,8
E01033079,10,0.863,22711,9
E01033079,23,1.984,22711,10
E01033079,4,0.345,22711,11
E01033079,590,50.906,22711,12
E01033078,441,23.433,28395,1
E01033078,0,0,28395,2
E01033078,9,0.478,28395,3
E01033078,10,0.531,28395,4
E01033078,1,0.053,28395,5
E01033078,2,0.106,28395,6
E01033078,244,12.965,28395,7
E01033078,12,0.638,28395,8
E01033078,12,0.638,28395,9
E01033078,66,3.507,28395,10
E01033078,6,0.319,28395,11
E01033078,1079,57.333,28395,12
E01033078,441,23.433,28395,1
E01033078,0,0,28395,2
E01033078,9,0.478,28395,3
E01033078,10,0.531,28395,4
E01033078,1,0.053,28395,5
E01033078,2,0.106,28395,6
E01033078,244,12.965,28395,7
E01033078,12,0.638,28395,8
E01033078,12,0.638,28395,9
E01033078,66,3.507,28395,10
E01033078,6,0.319,28395,11
E01033078,1079,57.333,28395,12
E01033079,294,25.367,22711,1
E01033079,0,0,22711,2
E01033079,1,0.086,22711,3
E01033079,7,0.604,22711,4
E01033079,0,0,22711,5
E01033079,5,0.431,22711,6
E01033079,214,18.464,22711,7
E01033079,11,0.949,22711,8
E01033079,10,0.863,22711,9
E01033079,23,1.984,22711,10
E01033079,4,0.345,22711,11
E01033079,590,50.906,22711,12
E01033079,294,25.367,22711,1
E01033079,0,0,22711,2
E01033079,1,0.086,22711,3
E01033079,7,0.604,22711,4
E01033079,0,0,22711,5
E01033079,5,0.431,22711,6
E01033079,214,18.464,22711,7
E01033079,11,0.949,22711,8
E01033079,10,0.863,22711,9
E01033079,23,1.984,22711,10
E01033079,4,0.345,22711,11
E01033079,590,50.906,22711,12
E01014380,450,10.679,32636,1
E01014380,0,0,32636,2
E01014380,6,0.142,32636,3
E01014380,27,0.641,32636,4
E01014380,3,0.071,32636,5
E01014380,3,0.071,32636,6
E01014380,175,4.153,32636,7
E01014380,19,0.451,32636,8
E01014380,22,0.522,32636,9
E01014380,75,1.78,32636,10
E01014380,5,0.119,32636,11
E01014380,3429,81.372,32636,12
E01014380,450,10.679,32636,1
E01014380,0,0,32636,2
E01014380,6,0.142,32636,3
E01014380,27,0.641,32636,4
E01014380,3,0.071,32636,5
E01014380,3,0.071,32636,6
E01014380,175,4.153,32636,7
E01014380,19,0.451,32636,8
E01014380,22,0.522,32636,9
E01014380,75,1.78,32636,10
E01014380,5,0.119,32636,11
E01014380,3429,81.372,32636,12
E01014381,395,26.386,32511,1
E01014381,1,0.067,32511,2
E01014381,14,0.935,32511,3
E01014381,12,0.802,32511,4
E01014381,1,0.067,32511,5
E01014381,0,0,32511,6
E01014381,125,8.35,32511,7
E01014381,10,0.668,32511,8
E01014381,18,1.202,32511,9
E01014381,79,5.277,32511,10
E01014381,8,0.534,32511,11
E01014381,834,55.711,32511,12
E01014381,395,26.386,32511,1
E01014381,1,0.067,32511,2
E01014381,14,0.935,32511,3
E01014381,12,0.802,32511,4
E01014381,1,0.067,32511,5
E01014381,0,0,32511,6
E01014381,125,8.35,32511,7
E01014381,10,0.668,32511,8
E01014381,18,1.202,32511,9
E01014381,79,5.277,32511,10
E01014381,8,0.534,32511,11
E01014381,834,55.711,32511,12
E01014381,395,26.386,32511,1
E01014381,1,0.067,32511,2
E01014381,14,0.935,32511,3
E01014381,12,0.802,32511,4
E01014381,1,0.067,32511,5
E01014381,0,0,32511,6
E01014381,125,8.35,32511,7
E01014381,10,0.668,32511,8
E01014381,18,1.202,32511,9
E01014381,79,5.277,32511,10
E01014381,8,0.534,32511,11
E01014381,834,55.711,32511,12
E01014381,395,26.386,32511,1
E01014381,1,0.067,32511,2
E01014381,14,0.935,32511,3
E01014381,12,0.802,32511,4
E01014381,1,0.067,32511,5
E01014381,0,0,32511,6
E01014381,125,8.35,32511,7
E01014381,10,0.668,32511,8
E01014381,18,1.202,32511,9
E01014381,79,5.277,32511,10
E01014381,8,0.534,32511,11
E01014381,834,55.711,32511,12
E01014381,395,26.386,32511,1
E01014381,1,0.067,32511,2
E01014381,14,0.935,32511,3
E01014381,12,0.802,32511,4
E01014381,1,0.067,32511,5
E01014381,0,0,32511,6
E01014381,125,8.35,32511,7
E01014381,10,0.668,32511,8
E01014381,18,1.202,32511,9
E01014381,79,5.277,32511,10
E01014381,8,0.534,32511,11
E01014381,834,55.711,32511,12
E01014380,450,10.679,32636,1
E01014380,0,0,32636,2
E01014380,6,0.142,32636,3
E01014380,27,0.641,32636,4
E01014380,3,0.071,32636,5
E01014380,3,0.071,32636,6
E01014380,175,4.153,32636,7
E01014380,19,0.451,32636,8
E01014380,22,0.522,32636,9
E01014380,75,1.78,32636,10
E01014380,5,0.119,32636,11
E01014380,3429,81.372,32636,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014382,595,23.62,28239,1
E01014382,2,0.079,28239,2
E01014382,6,0.238,28239,3
E01014382,7,0.278,28239,4
E01014382,4,0.159,28239,5
E01014382,1,0.04,28239,6
E01014382,508,20.167,28239,7
E01014382,24,0.953,28239,8
E01014382,11,0.437,28239,9
E01014382,30,1.191,28239,10
E01014382,9,0.357,28239,11
E01014382,1322,52.481,28239,12
E01014383,266,23.211,26882,1
E01014383,0,0,26882,2
E01014383,0,0,26882,3
E01014383,3,0.262,26882,4
E01014383,1,0.087,26882,5
E01014383,0,0,26882,6
E01014383,260,22.688,26882,7
E01014383,8,0.698,26882,8
E01014383,3,0.262,26882,9
E01014383,17,1.483,26882,10
E01014383,2,0.175,26882,11
E01014383,586,51.134,26882,12
E01014383,266,23.211,26882,1
E01014383,0,0,26882,2
E01014383,0,0,26882,3
E01014383,3,0.262,26882,4
E01014383,1,0.087,26882,5
E01014383,0,0,26882,6
E01014383,260,22.688,26882,7
E01014383,8,0.698,26882,8
E01014383,3,0.262,26882,9
E01014383,17,1.483,26882,10
E01014383,2,0.175,26882,11
E01014383,586,51.134,26882,12
E01014383,266,23.211,26882,1
E01014383,0,0,26882,2
E01014383,0,0,26882,3
E01014383,3,0.262,26882,4
E01014383,1,0.087,26882,5
E01014383,0,0,26882,6
E01014383,260,22.688,26882,7
E01014383,8,0.698,26882,8
E01014383,3,0.262,26882,9
E01014383,17,1.483,26882,10
E01014383,2,0.175,26882,11
E01014383,586,51.134,26882,12
E01014384,292,17.991,30916,1
E01014384,1,0.062,30916,2
E01014384,0,0,30916,3
E01014384,2,0.123,30916,4
E01014384,0,0,30916,5
E01014384,2,0.123,30916,6
E01014384,401,24.707,30916,7
E01014384,34,2.095,30916,8
E01014384,5,0.308,30916,9
E01014384,28,1.725,30916,10
E01014384,9,0.555,30916,11
E01014384,849,52.311,30916,12
E01014384,292,17.991,30916,1
E01014384,1,0.062,30916,2
E01014384,0,0,30916,3
E01014384,2,0.123,30916,4
E01014384,0,0,30916,5
E01014384,2,0.123,30916,6
E01014384,401,24.707,30916,7
E01014384,34,2.095,30916,8
E01014384,5,0.308,30916,9
E01014384,28,1.725,30916,10
E01014384,9,0.555,30916,11
E01014384,849,52.311,30916,12
E01014384,292,17.991,30916,1
E01014384,1,0.062,30916,2
E01014384,0,0,30916,3
E01014384,2,0.123,30916,4
E01014384,0,0,30916,5
E01014384,2,0.123,30916,6
E01014384,401,24.707,30916,7
E01014384,34,2.095,30916,8
E01014384,5,0.308,30916,9
E01014384,28,1.725,30916,10
E01014384,9,0.555,30916,11
E01014384,849,52.311,30916,12
E01014384,292,17.991,30916,1
E01014384,1,0.062,30916,2
E01014384,0,0,30916,3
E01014384,2,0.123,30916,4
E01014384,0,0,30916,5
E01014384,2,0.123,30916,6
E01014384,401,24.707,30916,7
E01014384,34,2.095,30916,8
E01014384,5,0.308,30916,9
E01014384,28,1.725,30916,10
E01014384,9,0.555,30916,11
E01014384,849,52.311,30916,12
E01014383,266,23.211,26882,1
E01014383,0,0,26882,2
E01014383,0,0,26882,3
E01014383,3,0.262,26882,4
E01014383,1,0.087,26882,5
E01014383,0,0,26882,6
E01014383,260,22.688,26882,7
E01014383,8,0.698,26882,8
E01014383,3,0.262,26882,9
E01014383,17,1.483,26882,10
E01014383,2,0.175,26882,11
E01014383,586,51.134,26882,12
E01014385,293,20.055,21955,1
E01014385,0,0,21955,2
E01014385,1,0.068,21955,3
E01014385,10,0.684,21955,4
E01014385,0,0,21955,5
E01014385,4,0.274,21955,6
E01014385,388,26.557,21955,7
E01014385,16,1.095,21955,8
E01014385,6,0.411,21955,9
E01014385,22,1.506,21955,10
E01014385,10,0.684,21955,11
E01014385,711,48.665,21955,12
E01014385,293,20.055,21955,1
E01014385,0,0,21955,2
E01014385,1,0.068,21955,3
E01014385,10,0.684,21955,4
E01014385,0,0,21955,5
E01014385,4,0.274,21955,6
E01014385,388,26.557,21955,7
E01014385,16,1.095,21955,8
E01014385,6,0.411,21955,9
E01014385,22,1.506,21955,10
E01014385,10,0.684,21955,11
E01014385,711,48.665,21955,12
E01014386,229,18.879,24815,1
E01014386,0,0,24815,2
E01014386,0,0,24815,3
E01014386,7,0.577,24815,4
E01014386,0,0,24815,5
E01014386,2,0.165,24815,6
E01014386,320,26.381,24815,7
E01014386,16,1.319,24815,8
E01014386,3,0.247,24815,9
E01014386,24,1.979,24815,10
E01014386,6,0.495,24815,11
E01014386,606,49.959,24815,12
E01014385,293,20.055,21955,1
E01014385,0,0,21955,2
E01014385,1,0.068,21955,3
E01014385,10,0.684,21955,4
E01014385,0,0,21955,5
E01014385,4,0.274,21955,6
E01014385,388,26.557,21955,7
E01014385,16,1.095,21955,8
E01014385,6,0.411,21955,9
E01014385,22,1.506,21955,10
E01014385,10,0.684,21955,11
E01014385,711,48.665,21955,12
E01014386,229,18.879,24815,1
E01014386,0,0,24815,2
E01014386,0,0,24815,3
E01014386,7,0.577,24815,4
E01014386,0,0,24815,5
E01014386,2,0.165,24815,6
E01014386,320,26.381,24815,7
E01014386,16,1.319,24815,8
E01014386,3,0.247,24815,9
E01014386,24,1.979,24815,10
E01014386,6,0.495,24815,11
E01014386,606,49.959,24815,12
E01014386,229,18.879,24815,1
E01014386,0,0,24815,2
E01014386,0,0,24815,3
E01014386,7,0.577,24815,4
E01014386,0,0,24815,5
E01014386,2,0.165,24815,6
E01014386,320,26.381,24815,7
E01014386,16,1.319,24815,8
E01014386,3,0.247,24815,9
E01014386,24,1.979,24815,10
E01014386,6,0.495,24815,11
E01014386,606,49.959,24815,12
E01014386,229,18.879,24815,1
E01014386,0,0,24815,2
E01014386,0,0,24815,3
E01014386,7,0.577,24815,4
E01014386,0,0,24815,5
E01014386,2,0.165,24815,6
E01014386,320,26.381,24815,7
E01014386,16,1.319,24815,8
E01014386,3,0.247,24815,9
E01014386,24,1.979,24815,10
E01014386,6,0.495,24815,11
E01014386,606,49.959,24815,12
E01014385,293,20.055,21955,1
E01014385,0,0,21955,2
E01014385,1,0.068,21955,3
E01014385,10,0.684,21955,4
E01014385,0,0,21955,5
E01014385,4,0.274,21955,6
E01014385,388,26.557,21955,7
E01014385,16,1.095,21955,8
E01014385,6,0.411,21955,9
E01014385,22,1.506,21955,10
E01014385,10,0.684,21955,11
E01014385,711,48.665,21955,12
E01014385,293,20.055,21955,1
E01014385,0,0,21955,2
E01014385,1,0.068,21955,3
E01014385,10,0.684,21955,4
E01014385,0,0,21955,5
E01014385,4,0.274,21955,6
E01014385,388,26.557,21955,7
E01014385,16,1.095,21955,8
E01014385,6,0.411,21955,9
E01014385,22,1.506,21955,10
E01014385,10,0.684,21955,11
E01014385,711,48.665,21955,12
E01014388,308,23.876,32497,1
E01014388,2,0.155,32497,2
E01014388,0,0,32497,3
E01014388,4,0.31,32497,4
E01014388,0,0,32497,5
E01014388,1,0.078,32497,6
E01014388,137,10.62,32497,7
E01014388,10,0.775,32497,8
E01014388,12,0.93,32497,9
E01014388,44,3.411,32497,10
E01014388,8,0.62,32497,11
E01014388,764,59.225,32497,12
E01014389,393,20.154,29674,1
E01014389,1,0.051,29674,2
E01014389,7,0.359,29674,3
E01014389,37,1.897,29674,4
E01014389,0,0,29674,5
E01014389,4,0.205,29674,6
E01014389,256,13.128,29674,7
E01014389,19,0.974,29674,8
E01014389,25,1.282,29674,9
E01014389,100,5.128,29674,10
E01014389,8,0.41,29674,11
E01014389,1100,56.41,29674,12
E01014388,308,23.876,32497,1
E01014388,2,0.155,32497,2
E01014388,0,0,32497,3
E01014388,4,0.31,32497,4
E01014388,0,0,32497,5
E01014388,1,0.078,32497,6
E01014388,137,10.62,32497,7
E01014388,10,0.775,32497,8
E01014388,12,0.93,32497,9
E01014388,44,3.411,32497,10
E01014388,8,0.62,32497,11
E01014388,764,59.225,32497,12
E01014389,393,20.154,29674,1
E01014389,1,0.051,29674,2
E01014389,7,0.359,29674,3
E01014389,37,1.897,29674,4
E01014389,0,0,29674,5
E01014389,4,0.205,29674,6
E01014389,256,13.128,29674,7
E01014389,19,0.974,29674,8
E01014389,25,1.282,29674,9
E01014389,100,5.128,29674,10
E01014389,8,0.41,29674,11
E01014389,1100,56.41,29674,12
E01014390,77,5.457,3758,1
E01014390,0,0,3758,2
E01014390,6,0.425,3758,3
E01014390,58,4.111,3758,4
E01014390,4,0.283,3758,5
E01014390,18,1.276,3758,6
E01014390,259,18.356,3758,7
E01014390,24,1.701,3758,8
